company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"6313","JC Commercial","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque commercial name"
"2011","JENKINS, DAKOTA SCOTT","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"1857","Jet Lobster Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"15196","JG United Darwin","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"5518","Jim Nissen & Co","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"4732","Joda Technical Solutions","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Technical solutions, opaque"
"3957","John Doolin","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"6456","John Finch","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"5105","John Massey Group","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Group, opaque, no description"
"5094","John Stranger Partnership","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Partnership, opaque, no description"
"6473","Jones & Rumley","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Surname firm no description"
"2658","Jones L","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"5560","JPd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","JPd opaque initials"
"14641","JRA Services Consulting","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque consulting name"
"4497","Juvenaire Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4790","Kai Nowad","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"14820","Kalidonis Pty Ltd","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4262","Kb One Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"3275","Keith Long Associates Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","associates, no signal"
"15858","KENRO SERVICES","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","generic services, no description"
"3131","Kerrect Group","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Kerrect Group, opaque name"
"6599","Kevin S Rosendale","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"16466","Khalil Sydney Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"16876","Kincaid","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5614","Koodaideri Contracting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque contracting name"
"4159","Korb Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1620","Koresky Mihale","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"3705","Krypton Group","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"14432","L1 Consult","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque consulting name"
"2136","Lamio Group","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque group name"
"3358","Land Ideas","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"7235","LandTrack Systems","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","General services no signal"
"3886","Lapege","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"1615","Lapins-Silvirs Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"14323","Latitude Management","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic management services"
"3663","Law G A & C J","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"7703","LBW co","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no description, opaque name"
"10597","LCS Group Depot","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"12452","Leaf it 2 us","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Vague general services description"
"2694","Level 5 Design","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Level 5 Design opaque, no description"
"4737","Liftek","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Liftek, elevators ambiguous"
"16439","Lily Services Pty Ltd","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5879","Linkalex Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"7526","Linkforce","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no description, opaque name"
"1686","Lorenzini Group","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque group name"
"5144","Low B G & L A","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Initials only, no signal"
"2785","LPD Installation Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic installation name"
"6726","Lucky Mao","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"13232","LUMO.EXTERIOR","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque exterior name, no description"
"3752","M & L Scott Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","generic services, no signal"
"4138","M B Prestige","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5642","M.M. Electronics","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Electronics opaque"
"10000","MADinc","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"14588","Magryn & Associates Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque associates name"
"5871","Mardene Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5224","Marindust Sales","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque sales name"
"15762","Maru Services Pty Ltd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"14919","Mashman Group","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque group name"
"4225","Mason Wise Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5886","Master Systems SA","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Master Systems, opaque"
"2398","Matt Shuter & Associates","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates firm, no description"
"14183","Matter Consulting","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Matter Consulting, no detail"
"4425","Maurice Potrzeba","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"2788","Maximat","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5853","May Cory","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"4757","Mendez M","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"5799","MENGISTE, MESFIN GETACHEW","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"5808","Metcalf Jack","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"15693","Mez Contracting","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Mez Contracting, no signal"
"5095","Michael Charteris","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"2148","Michael Moffa","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"4637","Mick Gordon Industries","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Industries, opaque"
"340","Micron Group","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5504","Milici J A & M","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"4279","Millennium Consultancy","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic consultancy, no signal"
"4288","MINC SERVICES","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque services name"
"4162","Mineral Oxide Research Associates","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Mineral oxide research, unclear"
"15393","MJ & Co. Services","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic services, no signal"
"15729","ML Sealed Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","ambiguous name, no description"
"2196","MLXL Consultancy","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1008","Mocon","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5787","MODE 2 GROUP","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque group name"
"4984","Morris International","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"3283","mtaCONSULT","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","mtaConsult, opaque name"
"5563","N Del Riccio & Son","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"11290","Nanotise","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1367","Natural Technology Systems","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
